0.9481,0.31052,-0.068436,0,-0.314613,0.947302,-0.0603197,0,0.046099,0.0787199,0.99583,0,55.2977,39.3949,-109.741,1
0.948083,0.310611,-0.068262,0,-0.314696,0.947265,-0.060464,0,0.0458814,0.0788067,0.995834,0,55.2304,39.4032,-109.457,1
0.948069,0.31062,-0.0684186,0,-0.314714,0.947264,-0.0603893,0,0.0460523,0.0787856,0.995827,0,55.2356,39.4026,-109.098,1
0.948092,0.310548,-0.0684252,0,-0.314641,0.947291,-0.0603454,0,0.0460784,0.0787424,0.99583,0,55.259,39.4239,-108.755,1
0.948086,0.310576,-0.0683826,0,-0.314665,0.947283,-0.0603362,0,0.0460387,0.0787215,0.995833,0,55.2213,39.4078,-108.383,1
0.948085,0.310579,-0.0683778,0,-0.31467,0.947279,-0.0603836,0,0.0460189,0.0787653,0.995831,0,55.204,39.4225,-108.032,1
0.948062,0.310631,-0.0684555,0,-0.314727,0.947261,-0.0603628,0,0.0460947,0.0787725,0.995826,0,55.2137,39.3923,-107.648,1
0.94808,0.310598,-0.0683572,0,-0.314687,0.947274,-0.0603651,0,0.0460037,0.0787421,0.995833,0,55.1948,39.3948,-107.088,1
0.948082,0.310581,-0.0684112,0,-0.314674,0.947277,-0.0603874,0,0.0460492,0.0787794,0.995828,0,55.2016,39.4106,-106.741,1
0.94809,0.310562,-0.0683919,0,-0.314655,0.947282,-0.0604038,0,0.0460273,0.0787881,0.995828,0,55.2129,39.4129,-106.384,1
0.948114,0.310528,-0.0682013,0,-0.31461,0.947291,-0.0604968,0,0.0458205,0.0788147,0.995836,0,55.1696,39.4135,-106.006,1
0.948109,0.310544,-0.068209,0,-0.314627,0.947285,-0.060506,0,0.0458235,0.0788267,0.995835,0,55.1701,39.4306,-105.625,1
0.948086,0.310636,-0.068109,0,-0.314715,0.947251,-0.0605894,0,0.045695,0.0788789,0.995837,0,55.1096,39.4169,-105.228,1
0.948101,0.310584,-0.0681301,0,-0.314664,0.947268,-0.0605794,0,0.0457224,0.0788735,0.995836,0,55.1139,39.4368,-104.799,1
0.94807,0.31067,-0.0681733,0,-0.314751,0.947243,-0.0605234,0,0.0457739,0.0788381,0.995836,0,55.0857,39.4192,-104.354,1
0.948093,0.310635,-0.0680168,0,-0.314709,0.94725,-0.0606337,0,0.0455939,0.0788919,0.99584,0,55.0836,39.4307,-103.941,1
0.948095,0.310598,-0.0681578,0,-0.314678,0.947266,-0.0605439,0,0.0457588,0.0788492,0.995836,0,55.1278,39.4228,-103.473,1
0.948083,0.310646,-0.0681023,0,-0.314723,0.94725,-0.0605566,0,0.0456982,0.0788461,0.995839,0,55.1282,39.4017,-103.014,1
0.9481,0.310631,-0.067931,0,-0.31469,0.947268,-0.0604498,0,0.0455712,0.0786897,0.995857,0,55.1139,39.3879,-102.603,1
0.94811,0.3106,-0.0679403,0,-0.31466,0.947277,-0.0604614,0,0.0455789,0.0787021,0.995856,0,55.1203,39.4056,-102.137,1
0.948122,0.310597,-0.0677803,0,-0.314651,0.947271,-0.0606028,0,0.0453833,0.078786,0.995858,0,55.0535,39.4183,-101.707,1
0.948124,0.31058,-0.0678247,0,-0.314636,0.947278,-0.0605645,0,0.0454387,0.0787628,0.995857,0,55.0626,39.4086,-101.234,1
0.948128,0.310559,-0.0678683,0,-0.314616,0.947287,-0.0605264,0,0.0454937,0.0787393,0.995857,0,55.0797,39.4194,-100.531,1
0.948081,0.310679,-0.0679847,0,-0.314743,0.94725,-0.0604615,0,0.0456143,0.0787201,0.995853,0,55.0959,39.3921,-100.058,1
0.948101,0.310654,-0.0678153,0,-0.31471,0.947252,-0.0605945,0,0.0454142,0.0787919,0.995856,0,55.0833,39.4064,-99.6318,1
0.94809,0.310683,-0.0678386,0,-0.314739,0.947244,-0.0605682,0,0.0454422,0.0787756,0.995856,0,55.1005,39.3885,-99.1993,1
0.948093,0.310703,-0.0677062,0,-0.314756,0.94723,-0.0607035,0,0.0452725,0.0788635,0.995857,0,55.0769,39.391,-98.7895,1
0.948102,0.310666,-0.0677544,0,-0.314718,0.947248,-0.0606201,0,0.0453476,0.0787975,0.995859,0,55.0889,39.3874,-98.3589,1
0.948108,0.310676,-0.067612,0,-0.314723,0.947237,-0.0607618,0,0.0451673,0.0788878,0.99586,0,55.05,39.3995,-97.9963,1
0.948128,0.310619,-0.0675961,0,-0.314666,0.947256,-0.0607654,0,0.0451558,0.0788836,0.995861,0,55.0511,39.4155,-97.3726,1
0.948122,0.310616,-0.067699,0,-0.314667,0.94726,-0.0606856,0,0.0452786,0.07884,0.995858,0,55.0803,39.4061,-96.9531,1
0.948133,0.310606,-0.067591,0,-0.314652,0.94726,-0.0607631,0,0.0451528,0.0788792,0.995861,0,55.069,39.406,-96.5827,1
0.948127,0.310603,-0.0676847,0,-0.314653,0.947265,-0.06069,0,0.0452648,0.078839,0.995859,0,55.0817,39.3975,-96.1764,1
0.948138,0.310571,-0.0676691,0,-0.314623,0.94727,-0.0607606,0,0.0452304,0.0788998,0.995856,0,55.0958,39.4091,-95.8248,1
0.948132,0.310631,-0.0674934,0,-0.314673,0.947248,-0.0608514,0,0.0450307,0.0789335,0.995862,0,55.0695,39.4056,-95.5657,1
0.948129,0.310627,-0.0675458,0,-0.314672,0.94725,-0.0608204,0,0.0450903,0.0789203,0.995861,0,55.0821,39.3871,-95.2934,1
0.948102,0.31071,-0.0675364,0,-0.314754,0.947224,-0.0608127,0,0.045077,0.0789141,0.995862,0,55.1247,39.3735,-94.7664,1
0.94811,0.310681,-0.0675638,0,-0.314727,0.947231,-0.0608266,0,0.0451009,0.0789345,0.995859,0,55.1138,39.3859,-94.4115,1
0.948102,0.31068,-0.0676777,0,-0.314731,0.947237,-0.0607244,0,0.045241,0.0788731,0.995858,0,55.1496,39.3771,-94.0428,1
0.948093,0.310697,-0.0677274,0,-0.314751,0.947231,-0.0607083,0,0.0452916,0.0788745,0.995855,0,55.1343,39.3723,-93.6799,1
0.948099,0.31072,-0.0675396,0,-0.314765,0.947218,-0.0608377,0,0.0450713,0.0789393,0.99586,0,55.1082,39.3719,-93.3998,1
0.948108,0.310683,-0.0675843,0,-0.314729,0.947233,-0.060784,0,0.0451336,0.0789006,0.99586,0,55.1236,39.3697,-93.075,1
0.948125,0.310669,-0.0674124,0,-0.314709,0.94723,-0.0609458,0,0.044921,0.0789995,0.995862,0,55.1017,39.3914,-92.6925,1
0.948118,0.310688,-0.0674208,0,-0.31473,0.947222,-0.0609563,0,0.0449241,0.0790131,0.995861,0,55.1016,39.3784,-92.5217,1
0.948126,0.31067,-0.0673949,0,-0.314709,0.947228,-0.0609641,0,0.0448987,0.0790115,0.995862,0,55.1331,39.3739,-92.1107,1
0.948124,0.310676,-0.0673939,0,-0.314716,0.947225,-0.0609812,0,0.0448918,0.0790277,0.995861,0,55.1412,39.3716,-91.8444,1
0.948158,0.310611,-0.0672058,0,-0.314639,0.947247,-0.0610422,0,0.0447001,0.0790232,0.99587,0,55.1207,39.3904,-91.5965,1
0.948154,0.310609,-0.0672797,0,-0.314643,0.947245,-0.061051,0,0.0447674,0.0790549,0.995865,0,55.1324,39.3845,-91.4316,1
0.948139,0.310641,-0.0673493,0,-0.314678,0.947236,-0.0610046,0,0.0448451,0.0790342,0.995863,0,55.1607,39.3758,-91.1727,1
0.948122,0.310675,-0.067426,0,-0.314714,0.947231,-0.0608993,0,0.0449482,0.0789598,0.995864,0,55.1623,39.351,-90.8866,1
0.948136,0.310614,-0.0675031,0,-0.314659,0.94725,-0.0608933,0,0.045028,0.0789756,0.995859,0,55.1821,39.3679,-90.6199,1
0.948127,0.310661,-0.0674185,0,-0.314704,0.947229,-0.0609787,0,0.044917,0.0790324,0.99586,0,55.1542,39.3824,-90.2889,1
0.948108,0.310696,-0.0675297,0,-0.314742,0.947222,-0.060889,0,0.0450477,0.0789838,0.995858,0,55.1614,39.3858,-90.0348,1
0.948124,0.310647,-0.0675225,0,-0.314693,0.947239,-0.0608819,0,0.0450472,0.0789725,0.995859,0,55.1661,39.4082,-89.8157,1
0.948132,0.310631,-0.0674834,0,-0.314675,0.947243,-0.0609101,0,0.0450027,0.0789861,0.99586,0,55.1462,39.423,-89.6321,1
0.948147,0.310632,-0.0672715,0,-0.314666,0.947236,-0.0610655,0,0.0447531,0.0790671,0.995864,0,55.0943,39.4716,-89.4806,1
0.948139,0.310683,-0.0671455,0,-0.31471,0.947218,-0.061123,0,0.0446116,0.0790845,0.995869,0,55.0302,39.4725,-89.3251,1
0.948133,0.310661,-0.0673282,0,-0.314699,0.947227,-0.0610396,0,0.0448124,0.0790618,0.995862,0,55.0634,39.511,-89.1217,1
0.948135,0.310652,-0.0673484,0,-0.314687,0.947237,-0.0609423,0,0.0448631,0.0789752,0.995867,0,55.0494,39.5166,-88.971,1
0.948145,0.310634,-0.0672839,0,-0.314667,0.947239,-0.0610122,0,0.0447815,0.0790205,0.995867,0,54.9984,39.5765,-88.7859,1
0.948125,0.310709,-0.0672224,0,-0.314739,0.947213,-0.0610505,0,0.044705,0.079041,0.995869,0,54.9356,39.5989,-88.6422,1
0.94814,0.310679,-0.0671542,0,-0.314708,0.947217,-0.06115,0,0.0446116,0.0791128,0.995867,0,54.8788,39.676,-88.4933,1
0.948173,0.310565,-0.067216,0,-0.314596,0.947258,-0.061095,0,0.0446969,0.0790745,0.995866,0,54.8513,39.7464,-88.3283,1
0.94813,0.31069,-0.0672343,0,-0.31472,0.947219,-0.061047,0,0.0447189,0.0790405,0.995868,0,54.7949,39.7735,-88.1932,1
0.948098,0.310769,-0.0673248,0,-0.314805,0.947193,-0.0610213,0,0.0448061,0.0790484,0.995863,0,54.7471,39.8215,-88.0356,1
0.948112,0.310723,-0.0673481,0,-0.314759,0.947212,-0.0609611,0,0.0448508,0.0789964,0.995866,0,54.7043,39.8849,-87.8805,1
0.948113,0.310679,-0.0675397,0,-0.314725,0.947229,-0.0608694,0,0.0450648,0.0789675,0.995858,0,54.6488,39.9816,-87.6351,1
0.948108,0.310689,-0.0675549,0,-0.314736,0.947227,-0.0608521,0,0.0450838,0.0789563,0.995858,0,54.6035,40.0608,-87.5102,1
0.948109,0.310697,-0.0675039,0,-0.314741,0.947224,-0.0608678,0,0.0450299,0.0789555,0.995861,0,54.5246,40.1297,-87.4044,1
0.94814,0.310615,-0.0674543,0,-0.314655,0.947252,-0.0608833,0,0.044985,0.0789507,0.995863,0,54.4418,40.2381,-87.3129,1
